"STUDENT_ID","SEX","MAJOR_1","MAJOR_2","INTENDED_LANGUAGE","SECTION_ID","PROF_ID","PROF_DISCIPLINE","DISCIPLINE_SIZE","PROF_LANGUAGE"
"S_234","M","Marine Science","","French","C_004","P_004","Humanities","SMALL","Greek"
"S_235","M","Marine Science","","Spanish","C_010","P_010","Theatre","SMALL","N/A"
"S_236","F","Marine Science","","Japanese","C_016","P_016","Creative Writing","MEDIUM","N/A"
"S_237","F","Marine Science","","French","C_013","P_013","Computer Science","SMALL","N/A"
"S_238","F","International Business","Spanish","Spanish","C_004","P_004","Humanities","SMALL","Greek"
"S_239","M","Undecided","","Greek","C_008","P_008","Economics","SMALL","N/A"
"S_240","M","Business Administration","","Undecided","C_001","P_001","Management","MEDIUM","N/A"
"S_241","F","Engineering","Communication","Spanish","C_002","P_002","Rhetoric","N/A","N/A"
"S_242","F","Environmental Studies","Communication","Latin","C_014","P_014","History","SMALL","N/A"
"S_243","F","Biology","","Undecided","C_001","P_001","Management","MEDIUM","N/A"
"S_244","F","Marine Science","Animal Studies","Spanish","C_020","P_020","Sociology","SMALL","N/A"
"S_245","F","Marine Science","Animal Studies","Japanese","C_010","P_010","Theatre","SMALL","N/A"
"S_246","F","Undecided","","French","C_017","P_017","Philosophy","SMALL","N/A"
"S_247","M","Marine Science","Biology","Spanish","C_008","P_008","Economics","SMALL","N/A"
"S_248","F","Marine Science","Animal Studies","French","C_003","P_003","Political Science","MEDIUM","N/A"
"S_249","F","Psychology","","Undecided","C_014","P_014","History","SMALL","N/A"
"S_250","F","Marine Science","","Undecided","C_007","P_007","Theatre","SMALL","N/A"
"S_251","M","International Business","","Spanish","C_001","P_001","Management","MEDIUM","N/A"
"S_252","F","Environmental Studies","Psychology","Spanish","C_016","P_016","Creative Writing","MEDIUM","N/A"
"S_253","M","Human Development","Marine Science","Undecided","C_013","P_013","Computer Science","SMALL","N/A"
"S_254","F","Business Administration","","Latin","C_001","P_001","Management","MEDIUM","N/A"
"S_255","F","Music","Marine Science","Japanese","C_013","P_013","Computer Science","SMALL","N/A"
"S_256","F","Marine Science","Theatre","Japanese","C_010","P_010","Theatre","SMALL","N/A"
"S_257","M","Marine Science","","Undecided","C_013","P_013","Computer Science","SMALL","N/A"
"S_258","F","Marine Science","","Undecided","C_015","P_015","International Business","SMALL","N/A"
"S_259","F","Marine Science","Psychology","Undecided","C_016","P_016","Creative Writing","MEDIUM","N/A"
"S_260","F","Marine Science","","Spanish","C_010","P_010","Theatre","SMALL","N/A"
"S_261","F","Marine Science","Animal Studies","Undecided","C_017","P_017","Philosophy","SMALL","N/A"
"S_262","F","Business Administration","Computer Science","Undecided","C_017","P_017","Philosophy","SMALL","N/A"
"S_263","F","Marketing","","Greek","C_009","P_009","French","SMALL","French"
"S_264","F","Marine Science","","Spanish","C_015","P_015","International Business","SMALL","N/A"
"S_265","M","Environmental Studies","","Spanish","C_004","P_004","Humanities","SMALL","Greek"
"S_266","F","International Business","","Spanish","C_001","P_001","Management","MEDIUM","N/A"
"S_267","M","Marine Science","Spanish","Undecided","C_018","P_018","Humanities","SMALL","Greek"
"S_268","F","Marine Science","Environmental Studies","Italian","C_003","P_003","Political Science","MEDIUM","N/A"
"S_269","F","Marine Science","","Spanish","C_010","P_010","Theatre","SMALL","N/A"
"S_270","F","Undecided","","Arabic","C_011","P_011","Literature","SMALL","N/A"
"S_271","F","Intl Relations/Global Affairs","","French","C_004","P_004","Humanities","SMALL","Greek"
"S_272","M","Marine Science","","Spanish","C_017","P_017","Philosophy","SMALL","N/A"
"S_273","F","Marine Science","Music","Spanish","C_011","P_011","Literature","SMALL","N/A"
"S_274","F","Interdisciplinary Arts","Creative Writing","French","C_018","P_018","Humanities","SMALL","Greek"
"S_275","F","Creative Writing","","Undecided","C_006","P_006","Italian","N/A","Italian"
"S_276","M","Environmental Studies","French","Undecided","C_003","P_003","Political Science","MEDIUM","N/A"
"S_277","F","Marine Science","","Spanish","C_015","P_015","International Business","SMALL","N/A"
"S_278","F","Marine Science","Music","French","C_020","P_020","Sociology","SMALL","N/A"
"S_279","F","Film Studies","","Undecided","C_002","P_002","Rhetoric","N/A","N/A"
"S_280","F","Film Studies","","Chinese","C_005","P_005","Chinese","N/A","Chinese"
"S_281","M","Marine Science","","Spanish","C_017","P_017","Philosophy","SMALL","N/A"
"S_282","M","Marine Science","Biology","Undecided","C_009","P_009","French","SMALL","French"
"S_283","F","Chemistry","","Spanish","C_016","P_016","Creative Writing","MEDIUM","N/A"
"S_284","F","Marine Science","","French","C_012","P_012","Rhetoric","N/A","N/A"
"S_285","F","Marine Science","","Chinese","C_005","P_005","Chinese","N/A","Chinese"
"S_286","F","Marine Science","","Spanish","C_018","P_018","Humanities","SMALL","Greek"
"S_287","F","Marine Science","","Spanish","C_018","P_018","Humanities","SMALL","Greek"
"S_288","M","Human Development","Animal Studies","Undecided","C_009","P_009","French","SMALL","French"
"S_289","F","Marine Science","","Undecided","C_007","P_007","Theatre","SMALL","N/A"
"S_290","F","Marine Science","","Spanish","C_008","P_008","Economics","SMALL","N/A"
"S_291","F","Marine Science","","Undecided","C_003","P_003","Political Science","MEDIUM","N/A"
"S_292","F","Communication","Animal Studies","Spanish","C_014","P_014","History","SMALL","N/A"
"S_293","F","Marine Science","","French","C_005","P_005","Chinese","N/A","Chinese"
"S_294","F","Marine Science","","Undecided","C_001","P_001","Management","MEDIUM","N/A"
"S_295","F","Marine Science","Environmental Studies","Undecided","C_004","P_004","Humanities","SMALL","Greek"
"S_296","M","Theatre","Environmental Studies","Undecided","C_010","P_010","Theatre","SMALL","N/A"
"S_297","F","Marine Science","Environmental Studies","French","C_005","P_005","Chinese","N/A","Chinese"
"S_298","M","Marine Science","","Spanish","C_007","P_007","Theatre","SMALL","N/A"
"S_299","M","Animal Studies","","Spanish","C_018","P_018","Humanities","SMALL","Greek"
"S_300","M","Undecided","","Latin","C_018","P_018","Humanities","SMALL","Greek"
"S_301","M","Marine Science","","French","C_011","P_011","Literature","SMALL","N/A"
"S_302","F","Marine Science","Environmental Studies","Undecided","C_005","P_005","Chinese","N/A","Chinese"
"S_303","F","Marine Science","","Spanish","C_015","P_015","International Business","SMALL","N/A"
"S_304","F","Animal Studies","","French","C_002","P_002","Rhetoric","N/A","N/A"
"S_305","M","Music","Marine Science","Spanish","C_013","P_013","Computer Science","SMALL","N/A"
"S_306","F","Biology","","Spanish","C_012","P_012","Rhetoric","N/A","N/A"
"S_307","F","Undecided","","Undecided","C_015","P_015","International Business","SMALL","N/A"
"S_308","M","Animal Studies","","Undecided","C_005","P_005","Chinese","N/A","Chinese"
"S_309","F","Psychology","","Undecided","C_010","P_010","Theatre","SMALL","N/A"
"S_310","M","Political Science","Animal Studies","Undecided","C_003","P_003","Political Science","MEDIUM","N/A"
"S_311","M","Marine Science","Communication","Undecided","C_016","P_016","Creative Writing","MEDIUM","N/A"
"S_312","M","Environmental Studies","Communication","Italian","C_012","P_012","Rhetoric","N/A","N/A"
"S_313","F","Marine Science","","Undecided","C_012","P_012","Rhetoric","N/A","N/A"
"S_314","F","Marine Science","Economics","Undecided","C_013","P_013","Computer Science","SMALL","N/A"
"S_315","F","Marine Science","Environmental Studies","Undecided","C_004","P_004","Humanities","SMALL","Greek"
"S_316","F","Business Administration","Environmental Studies","Spanish","C_014","P_014","History","SMALL","N/A"
"S_317","F","Marine Science","","Spanish","C_012","P_012","Rhetoric","N/A","N/A"
"S_318","F","Business Administration","Animal Studies","Undecided","C_001","P_001","Management","MEDIUM","N/A"
"S_319","F","Marine Science","Economics","French","C_005","P_005","Chinese","N/A","Chinese"
"S_320","F","Political Science","Economics","Undecided","C_013","P_013","Computer Science","SMALL","N/A"
"S_321","M","Marine Science","","Spanish","C_020","P_020","Sociology","SMALL","N/A"
"S_322","F","Marine Science","","Spanish","C_009","P_009","French","SMALL","French"
"S_323","F","Undecided","","Spanish","C_004","P_004","Humanities","SMALL","Greek"
"S_324","F","Marine Science","","Arabic","C_005","P_005","Chinese","N/A","Chinese"
"S_325","F","Biology","Animal Studies","French","C_019","P_019","Biology","BIG","N/A"
"S_326","F","International Business","","Undecided","C_001","P_001","Management","MEDIUM","N/A"
"S_327","F","Marine Science","Intl Relations/Global Affairs","Spanish","C_005","P_005","Chinese","N/A","Chinese"
"S_328","F","Marine Science","","Japanese","C_011","P_011","Literature","SMALL","N/A"
"S_329","F","East Asian Studies","Animal Studies","Spanish","C_005","P_005","Chinese","N/A","Chinese"
"S_330","F","Environmental Studies","Literature","Spanish","C_011","P_011","Literature","SMALL","N/A"
"S_331","M","Marine Science","Animal Studies","Undecided","C_005","P_005","Chinese","N/A","Chinese"
"S_332","F","Environmental Studies","","Undecided","C_004","P_004","Humanities","SMALL","Greek"
"S_333","F","Theatre","","Undecided","C_010","P_010","Theatre","SMALL","N/A"
"S_334","F","Theatre","","Undecided","C_007","P_007","Theatre","SMALL","N/A"
"S_335","M","Animal Studies","","Spanish","C_020","P_020","Sociology","SMALL","N/A"
"S_336","F","Human Development","Psychology","Undecided","C_005","P_005","Chinese","N/A","Chinese"
"S_337","F","Political Science","","Undecided","C_005","P_005","Chinese","N/A","Chinese"
"S_338","F","Theatre","Creative Writing","French","C_007","P_007","Theatre","SMALL","N/A"
"S_339","F","Pre-Medicine","","Spanish","C_003","P_003","Political Science","MEDIUM","N/A"
"S_340","F","Marine Science","","French","C_009","P_009","French","SMALL","French"
"S_341","M","Marine Science","Animal Studies","French","C_009","P_009","French","SMALL","French"
"S_342","M","Pre-Medicine","","Undecided","C_009","P_009","French","SMALL","French"
"S_343","F","Undecided","","Spanish","C_018","P_018","Humanities","SMALL","Greek"
"S_344","F","Creative Writing","","Spanish","C_018","P_018","Humanities","SMALL","Greek"
"S_345","M","Animal Studies","Visual Arts","Spanish","C_015","P_015","International Business","SMALL","N/A"
"S_346","F","Animal Studies","Psychology","Spanish","C_010","P_010","Theatre","SMALL","N/A"
"S_347","F","Marine Science","Marine Science","Spanish","C_005","P_005","Chinese","N/A","Chinese"
"S_348","M","Business Administration","Animal Studies","Undecided","C_016","P_016","Creative Writing","MEDIUM","N/A"
"S_349","M","Business Administration","","Spanish","C_001","P_001","Management","MEDIUM","N/A"
"S_350","M","Biology","","French","C_019","P_019","Biology","BIG","N/A"
"S_351","F","Animal Studies","","Latin","C_017","P_017","Philosophy","SMALL","N/A"
"S_352","F","Marine Science","Management","Undecided","C_017","P_017","Philosophy","SMALL","N/A"
"S_353","F","Marine Science","Pre-Veterinary","Spanish","C_012","P_012","Rhetoric","N/A","N/A"
"S_354","F","Physics","Animal Studies","Undecided","C_011","P_011","Literature","SMALL","N/A"
"S_355","F","Marine Science","","Undecided","C_008","P_008","Economics","SMALL","N/A"
"S_356","M","Marine Science","","Undecided","C_020","P_020","Sociology","SMALL","N/A"
"S_357","F","Undecided","","Undecided","C_010","P_010","Theatre","SMALL","N/A"
"S_358","F","Marine Science","","Spanish","C_012","P_012","Rhetoric","N/A","N/A"
"S_359","F","Marine Science","","Spanish","C_012","P_012","Rhetoric","N/A","N/A"
"S_360","F","Theatre","","Undecided","C_007","P_007","Theatre","SMALL","N/A"
"S_361","F","Marine Science","","Undecided","C_004","P_004","Humanities","SMALL","Greek"
"S_362","F","Visual Arts","Animal Studies","Undecided","C_012","P_012","Rhetoric","N/A","N/A"
"S_363","F","Undecided","","Undecided","C_008","P_008","Economics","SMALL","N/A"
"S_364","M","Marine Science","","Undecided","C_012","P_012","Rhetoric","N/A","N/A"
"S_365","M","Music","Computer Science","Undecided","C_017","P_017","Philosophy","SMALL","N/A"
"S_366","F","Marine Science","","Spanish","C_012","P_012","Rhetoric","N/A","N/A"
"S_367","F","Marine Science","","Chinese","C_016","P_016","Creative Writing","MEDIUM","N/A"
"S_368","M","Undecided","","Spanish","C_007","P_007","Theatre","SMALL","N/A"
"S_369","F","Environmental Studies","","Undecided","C_005","P_005","Chinese","N/A","Chinese"
"S_370","F","Marine Science","","French","C_012","P_012","Rhetoric","N/A","N/A"
"S_371","F","Marine Science","","French","C_007","P_007","Theatre","SMALL","N/A"
"S_372","F","Marine Science","Visual Arts","Spanish","C_018","P_018","Humanities","SMALL","Greek"
"S_373","F","Marine Science","Theatre","Undecided","C_010","P_010","Theatre","SMALL","N/A"
"S_374","F","Visual Arts","","Spanish","C_014","P_014","History","SMALL","N/A"
"S_375","M","Marine Science","","Spanish","C_003","P_003","Political Science","MEDIUM","N/A"
"S_376","M","Marine Science","Spanish","Spanish","C_011","P_011","Literature","SMALL","N/A"
"S_377","M","Pre-Medicine","Animal Studies","Italian","C_020","P_020","Sociology","SMALL","N/A"
"S_378","F","Marine Science","Environmental Studies","Undecided","C_005","P_005","Chinese","N/A","Chinese"
"S_379","M","Marine Science","Pre-Veterinary","Spanish","C_012","P_012","Rhetoric","N/A","N/A"
"S_380","M","Animal Studies","","French","C_005","P_005","Chinese","N/A","Chinese"
"S_381","F","Environmental Studies","","Japanese","C_018","P_018","Humanities","SMALL","Greek"
"S_382","F","Marine Science","Pre-Law","Spanish","C_003","P_003","Political Science","MEDIUM","N/A"
"S_383","F","Marine Science","Pre-Law","Undecided","C_015","P_015","International Business","SMALL","N/A"
"S_384","M","Undecided","","Undecided","C_011","P_011","Literature","SMALL","N/A"
"S_385","F","Intl Relations/Global Affairs","Animal Studies","Undecided","C_007","P_007","Theatre","SMALL","N/A"
"S_386","F","Marine Science","Marine Science","Spanish","C_004","P_004","Humanities","SMALL","Greek"
"S_387","F","Marine Science","","French","C_017","P_017","Philosophy","SMALL","N/A"
"S_388","F","Marine Science","","Spanish","C_014","P_014","History","SMALL","N/A"
"S_389","M","Environmental Studies","Animal Studies","Undecided","C_012","P_012","Rhetoric","N/A","N/A"
"S_390","M","Marine Science","","French","C_013","P_013","Computer Science","SMALL","N/A"
"S_391","F","International Business","","Spanish","C_018","P_018","Humanities","SMALL","Greek"
"S_392","F","Marine Science","Biology","Undecided","C_019","P_019","Biology","BIG","N/A"
"S_393","F","Marine Science","","Spanish","C_020","P_020","Sociology","SMALL","N/A"
"S_394","M","Marine Science","Environmental Studies","Undecided","C_011","P_011","Literature","SMALL","N/A"
"S_395","F","Marine Science","","Spanish","C_017","P_017","Philosophy","SMALL","N/A"
"S_396","F","Intl Relations/Global Affairs","Intl Relations/Global Affairs","Undecided","C_003","P_003","Political Science","MEDIUM","N/A"
"S_397","F","Marine Science","Spanish","Spanish","C_018","P_018","Humanities","SMALL","Greek"
"S_398","M","Environmental Studies","Intl Relations/Global Affairs","Spanish","C_015","P_015","International Business","SMALL","N/A"
"S_399","F","Environmental Studies","","Spanish","C_010","P_010","Theatre","SMALL","N/A"
"S_400","M","Business Administration","Ancient Studies","Spanish","C_014","P_014","History","SMALL","N/A"
"S_401","F","Animal Studies","","Greek","C_004","P_004","Humanities","SMALL","Greek"
"S_402","F","Theatre","Environmental Studies","Undecided","C_007","P_007","Theatre","SMALL","N/A"
"S_403","F","Marine Science","Environmental Studies","Latin","C_004","P_004","Humanities","SMALL","Greek"
"S_404","F","Marine Science","Animal Studies","Undecided","C_015","P_015","International Business","SMALL","N/A"
"S_405","F","Marine Science","Animal Studies","Undecided","C_006","P_006","Italian","N/A","Italian"
"S_406","F","Marine Science","Biology","Chinese","C_005","P_005","Chinese","N/A","Chinese"
"S_407","M","Marine Science","Environmental Studies","Undecided","C_006","P_006","Italian","N/A","Italian"
"S_408","M","Animal Studies","","Spanish","C_005","P_005","Chinese","N/A","Chinese"
"S_409","M","Marine Science","Biology","Undecided","C_009","P_009","French","SMALL","French"
"S_410","M","Marine Science","","Japanese","C_014","P_014","History","SMALL","N/A"
"S_411","M","Engineering","Environmental Studies","Spanish","C_018","P_018","Humanities","SMALL","Greek"
"S_412","F","Marine Science","Intl Relations/Global Affairs","Spanish","C_008","P_008","Economics","SMALL","N/A"
"S_413","F","Marine Science","Ancient Studies","Spanish","C_014","P_014","History","SMALL","N/A"
"S_414","F","Marine Science","Environmental Studies","Spanish","C_014","P_014","History","SMALL","N/A"
"S_415","F","Environmental Studies","Environmental Studies","Undecided","C_004","P_004","Humanities","SMALL","Greek"
"S_416","M","Biology","","Undecided","C_019","P_019","Biology","BIG","N/A"
"S_417","F","Marine Science","","Latin","C_006","P_006","Italian","N/A","Italian"
"S_418","F","Marine Science","Biochemistry","Undecided","C_007","P_007","Theatre","SMALL","N/A"
"S_419","F","Marine Science","Spanish","Spanish","C_020","P_020","Sociology","SMALL","N/A"
"S_420","F","Marine Science","Spanish","Spanish","C_009","P_009","French","SMALL","French"
"S_421","F","Marine Science","Animal Studies","Undecided","C_011","P_011","Literature","SMALL","N/A"
"S_422","F","Marine Science","","Undecided","C_014","P_014","History","SMALL","N/A"
"S_423","F","Marine Science","","Undecided","C_007","P_007","Theatre","SMALL","N/A"
"S_424","F","Marine Science","","Spanish","C_008","P_008","Economics","SMALL","N/A"
"S_425","M","Marine Science","Environmental Studies","Spanish","C_005","P_005","Chinese","N/A","Chinese"
"S_426","F","Biology","","Latin","C_011","P_011","Literature","SMALL","N/A"
"S_427","F","Marine Science","Pre-Medicine","Undecided","C_017","P_017","Philosophy","SMALL","N/A"
"S_428","F","Visual Arts","","Undecided","C_017","P_017","Philosophy","SMALL","N/A"
"S_429","F","Visual Arts","","Undecided","C_005","P_005","Chinese","N/A","Chinese"
"S_430","M","Marine Science","Literature","French","C_020","P_020","Sociology","SMALL","N/A"
"S_431","F","Pre-Medicine","","French","C_009","P_009","French","SMALL","French"
"S_432","M","Marine Science","Pre-Veterinary","Japanese","C_016","P_016","Creative Writing","MEDIUM","N/A"
"S_433","F","Marine Science","Business Administration","Japanese","C_014","P_014","History","SMALL","N/A"
"S_434","F","Undecided","","Arabic","C_017","P_017","Philosophy","SMALL","N/A"
"S_435","M","Human Development","","Undecided","C_014","P_014","History","SMALL","N/A"
"S_436","F","Theatre","","Spanish","C_008","P_008","Economics","SMALL","N/A"
"S_437","M","Animal Studies","Film Studies","Spanish","C_017","P_017","Philosophy","SMALL","N/A"
"S_438","F","Computer Science","Marine Science","Spanish","C_006","P_006","Italian","N/A","Italian"
"S_439","F","Marine Science","","Spanish","C_015","P_015","International Business","SMALL","N/A"
"S_440","F","Marine Science","Theatre","Spanish","C_010","P_010","Theatre","SMALL","N/A"
"S_441","F","Marine Science","","Spanish","C_003","P_003","Political Science","MEDIUM","N/A"
"S_442","F","Marine Science","","Spanish","C_020","P_020","Sociology","SMALL","N/A"
"S_443","F","Animal Studies","Environmental Studies","Undecided","C_020","P_020","Sociology","SMALL","N/A"
"S_444","F","Undecided","","Undecided","C_015","P_015","International Business","SMALL","N/A"
"S_445","M","Marine Science","","Undecided","C_003","P_003","Political Science","MEDIUM","N/A"
"S_446","M","Animal Studies","","French","C_011","P_011","Literature","SMALL","N/A"
"S_447","M","Marine Science","Pre-Veterinary","Spanish","C_004","P_004","Humanities","SMALL","Greek"
"S_448","M","Marine Science","","Undecided","C_004","P_004","Humanities","SMALL","Greek"
"S_449","F","Pre-Medicine","Business Administration","Undecided","C_014","P_014","History","SMALL","N/A"
"S_450","F","Marine Science","","Undecided","C_011","P_011","Literature","SMALL","N/A"
"S_452","M","Biology","Environmental Studies","Spanish","C_019","P_019","Biology","BIG","N/A"
"S_453","F","Marine Science","Animal Studies","Chinese","C_005","P_005","Chinese","N/A","Chinese"
"S_454","M","Psychology","","Undecided","C_013","P_013","Computer Science","SMALL","N/A"
"S_455","F","Undecided","","Undecided","C_007","P_007","Theatre","SMALL","N/A"
"S_456","F","Animal Studies","","Spanish","C_008","P_008","Economics","SMALL","N/A"
"S_457","F","Management","","Italian","C_011","P_011","Literature","SMALL","N/A"
"S_459","M","Business Administration","","Undecided","C_004","P_004","Humanities","SMALL","Greek"
"S_460","F","Animal Studies","","Spanish","C_013","P_013","Computer Science","SMALL","N/A"
"S_461","F","Marine Science","","Spanish","C_020","P_020","Sociology","SMALL","N/A"
"S_035","F","Marine Science","","Italian","C_016","P_016","Creative Writing","MEDIUM","N/A"
"S_042","F","Biology","Animal Studies","Spanish","C_019","P_019","Biology","BIG","N/A"
"S_451","F","Biology","Animal Studies","Undecided","C_008","P_008","Economics","SMALL","N/A"
"S_458","M","Environmental Studies","","French","C_013","P_013","Computer Science","SMALL","N/A"
